"","Name","Team","birthday","mlbid","playerid"
"3396","Ralston Cash","- - -",1991-08-20,592203,"sa548277"
"3397","Ramon Fernandez","Cardinals (R)",1998-10-26,682901,"sa3008276"
"3398","Ramon Guzman","- - -",1996-10-16,673250,"sa3003079"
"3399","Ramon Perez","Padres (A-)",1999-07-02,673325,"sa3004005"
"3400","Ramon Pineda","White Sox (R)",1998-02-03,673005,"sa3003053"
"3401","Ramon Rosso","- - -",1996-06-09,665759,"sa3002672"
"3402","Ramon Santos","- - -",1994-09-20,622353,"sa657843"
"3403","Randy Acevedo","Royals (R)",1997-03-14,660827,"sa873299"
"3404","Randy Alcantara","- - -",1996-11-09,658071,"sa830622"
"3405","Randy Bell","- - -",1995-02-11,676115,"sa3004338"
"3406","Randy Dobnak","Twins (A)",1995-01-17,677976,"sa3005287"
"3407","Randy Jimenez","Pirates (R)",1998-06-21,665788,"sa920954"
"3408","Randy LeBlanc","Twins (AA)",1992-03-07,592492,"sa549258"
"3409","Randy Pondler","- - -",1996-11-08,667231,"sa919219"
"3410","Randy Rodriguez","Giants (R)",1999-09-05,678495,"sa3006366"
"3411","Randy Valladares","Indians (A-)",1994-07-06,642420,"sa830278"
"3412","Randy Vasquez","- - -",1998-11-03,681190,"sa3007933"
"3413","Ranfi Casimiro","- - -",1992-07-16,608741,"sa603017"
"3414","Raul Alcantara","Mariners (R)",2001-01-22,678921,"sa3005696"
"3415","Raul Barron","Mexican (AAA)",1986-04-04,502515,"sa328471"
"3416","Raul Brito","Marlins (R)",1997-05-23,669993,"sa928287"
"3417","Raul Carrillo","Mexican (AAA)",1991-11-20,585132,"sa795710"
"3418","Raul De Los Reyes","Tigers (R)",1997-08-24,673239,"sa3003071"
"3419","Raul Hernandez","Reds (R)",1999-02-02,676320,"sa3003168"
"3420","Raul Lopez","Rockies (R)",2001-06-03,681620,"sa3005880"
"3421","Raulin Celedonio","Braves (R)",2000-02-08,681654,"sa3006167"
"3422","Ray Castro","- - -",1997-05-09,668573,"sa918014"
"3423","Rayan Gonzalez","- - -",1990-10-18,543234,"sa455370"
"3424","Rayan Hernandez","Giants (A)",1995-09-24,641686,"sa738950"
"3425","Raydel Velette","- - -",2001-06-20,680667,"sa3007474"
"3426","Raymells Rosa","Rockies (R)",1998-12-06,672415,"sa3002939"
"3427","Raymond Burgos","- - -",1998-11-29,670103,"sa918469"
"3428","Raymond Kerr","Mariners (A)",1994-09-10,678061,"sa3005362"
"3429","Raymond Pena","Cubs (R)",1997-04-07,660531,"sa873196"
"3430","Rayne Supple","Rockies (R)",1997-08-18,665171,"sa3007773"
"3431","Raynel Espinal","Yankees (AAA)",1991-10-06,642659,"sa737238"
"3432","Rayniel Adames","Red Sox (R)",1997-09-07,667320,"sa918494"
"3433","Rayniel Moreno","Red Sox (R)",1998-09-11,666763,"sa917484"
"3434","Reagan Biechler","- - -",1994-11-09,676933,"sa3002750"
"3435","Reagan Todd","- - -",1995-08-30,657047,"sa3006946"
"3436","Reece Karalus","- - -",1994-06-14,621135,"sa873637"
"3437","Reed Garrett","- - -",1993-01-02,657585,"sa830040"
"3438","Reed Hayes","Orioles (A)",1995-03-17,665084,"sa875896"
"3439","Reese Olson","Brewers (R)",1999-07-31,681857,"sa3008513"
"3440","Refugio Marin","Mexican (AAA)",1997-01-25,674505,"sa977187"
"3441","Reggie Lawson","Padres (A+)",1997-08-02,666156,"sa917951"
"3442","Reggie McClain","Mariners (A+)",1992-11-16,596035,"sa918281"
"3443","Reggie Meyer","Rangers (A-)",1995-07-27,662118,"sa3006758"
"3444","Regi Grace","Twins (R)",1999-12-10,681322,"sa3008101"
"3445","Reid Anderson","Rangers (A)",1995-08-22,670095,"sa918378"
"3446","Reid Birlingmair","- - -",1996-11-13,679304,"sa3007473"
"3447","Reid Humphreys","- - -",1994-11-21,641714,"sa738685"
"3448","Reid Love","- - -",1992-05-15,664242,"sa875280"
"3449","Reid Schaller","- - -",1997-04-02,668697,"sa3008023"
"3450","Reilly Hovis","- - -",1993-10-27,621258,"sa857700"
"3451","Reimin Ramos","Rays (A+)",1996-04-27,664308,"sa875857"
"3452","Reinaldo De Paula","Dodgers (R)",1998-10-20,676005,"sa3002820"
"3453","Reinardo Mota","Reds (R)",1998-11-14,675849,"sa3003160"
"3454","Reinier Roibal","- - -",1989-01-09,547977,"sa553503"
"3455","Reiss Knehr","- - -",1996-11-03,663753,"sa3006952"
"3456","Reiver Sanmartin","- - -",1996-04-15,665665,"sa880982"
"3457","Remey Reed","Marlins (A)",1995-05-05,668995,"sa918085"
"3458","Rene Coss","Mexican (AAA)",1988-09-30,524728,"sa509041"
"3459","Renny Tolentino","Brewers (R)",1996-07-11,682455,"sa3007271"
"3460","Resly Linares","Rays (A)",1997-12-11,660831,"sa873296"
"3461","Reynier Montero","Orioles (R)",1996-10-29,661550,"sa872791"
"3462","Reyson Santos","Mets (R)",1999-01-22,682896,"sa3008266"
"3463","Reza Aleaziz","Dodgers (R)",1995-07-11,641300,"sa3008019"
"3464","Ricardo Frias","Rangers (R)",2000-09-07,681720,"sa3006172"
"3465","Ricardo Hernandez","- - -",1998-02-04,672606,"sa3002789"
"3466","Ricardo Leon","Astros (R)",2001-03-26,678666,"sa3007601"
"3467","Ricardo Rivero","Mexican (AAA)",1996-12-09,680041,"sa3005370"
"3468","Ricardo Sanchez","- - -",1997-04-11,645307,"sa830302"
"3469","Ricardo Silva","Tigers (R)",2000-04-14,672559,"sa3002986"
"3470","Ricardo Smith","Reds (R)",1996-02-16,664307,"sa872465"
"3471","Ricardo Velasquez","Indians/Brewers (R)",1999-08-09,673351,"sa3004654"
"3472","Richard Cespedes","Rockies (R)",1997-08-29,665773,"sa885994"
"3473","Richard Guasch","Athletics (R)",1998-04-10,683014,"sa3008434"
"3474","Richard Lovelady","Royals (AAA)",1995-07-07,663992,"sa918199"
"3475","Richardson Jimenez","Red Sox (R)",1999-09-30,682837,"sa3008388"
"3476","Richelson Pena","- - -",1993-09-29,606467,"sa597847"
"3477","Richi Vasquez","Royals (R)",2000-09-18,678766,"sa3006382"
"3478","Richie Fecteau","Angels (A+)",1994-03-17,664743,"sa827319"
"3479","Rickey Ramirez","- - -",1996-10-20,669162,"sa3004644"
"3480","Ricky Karcher","Reds (R)",1997-09-18,676689,"sa3004590"
"3481","Ricky Knapp","- - -",1992-05-20,595285,"sa550202"
"3482","Ricky Salinas","Reds (R)",1996-03-26,656927,"sa3007456"
"3483","Ricky Surum","Yankees (A+)",1994-12-07,676704,"sa3004391"
"3484","Ricky Vanasco","Rangers (R)",1998-10-13,676568,"sa3004863"
"3485","Rico Garcia","- - -",1994-01-10,670329,"sa918679"
"3486","Riger Fernandez","- - -",1998-01-01,660769,"sa871629"
"3487","Rigo Beltran","- - -",1994-09-01,682140,"sa3006993"
"3488","Rigo Fernandez","- - -",1997-11-27,682028,"sa3007257"
"3489","Rigoberto Borbolla","- - -",2001-08-20,681709,"sa3006170"
"3490","Riley Cabral","Astros (A-)",1997-01-25,676690,"sa3006967"
"3491","Riley Echols","- - -",1995-04-12,676861,"sa3003933"
"3492","Riley Ferrell","- - -",1993-10-18,621068,"sa874967"
"3493","Riley McCauley","- - -",1996-12-05,680395,"sa3007964"
"3494","Riley O'Brien","- - -",1995-02-06,676617,"sa3004210"
"3495","Riley Ottesen","- - -",1994-10-30,675962,"sa3004741"
"3496","Riley Pint","- - -",1997-11-06,666207,"sa917922"
"3497","Riley Richert","Dodgers (R)",1997-01-28,667458,"sa3005115"
"3498","Riley Smith","Diamondbacks (A+)",1995-01-15,642092,"sa876070"
"3499","Riley Thompson","Cubs (A-)",1996-07-09,663929,"sa876287"
"3500","Rio Gomez","- - -",1994-10-20,677013,"sa3004676"
"3501","Rion Murrah","Angels (R)",1994-12-21,682431,"sa3006996"
"3502","Rito Lugo","- - -",1995-11-03,682845,"sa3008237"
"3503","Roaldo Carvajal","- - -",2000-12-20,679749,"sa3006503"
"3504","Roansy Contreras","- - -",1999-11-07,672710,"sa3003020"
"3505","Rob Kaminsky","- - -",1994-09-02,641739,"sa737532"
"3506","Robbie Baker","Red Sox (R)",1995-01-31,682595,"sa3008103"
"3507","Robbie Gordon","- - -",1993-06-08,670331,"sa918958"
"3508","Robbie Hitt","Brewers (A)",1996-06-21,676334,"sa3004463"
"3509","Robbie Welhaf","- - -",1995-05-19,676470,"sa3006965"
"3510","Robby Rowland","- - -",1991-12-15,592700,"sa548199"
"3511","Robby Sexton","Diamondbacks (A+)",1994-04-29,670155,"sa918300"
"3512","Robert Broom","- - -",1996-09-17,680940,"sa3007235"
"3513","Robert Calvano","- - -",1993-02-27,670322,"sa919041"
"3514","Robert Colina","Mets (R)",2001-04-24,678783,"sa3006133"
"3515","Robert Corniel","- - -",1995-06-23,642522,"sa739468"
"3516","Robert Cruz","- - -",2000-04-11,679004,"sa3006390"
"3517","Robert Dugger","- - -",1995-07-03,667498,"sa918433"
"3518","Robert Garcia","Mexican (AAA)",1992-08-17,678340,"sa3005364"
"3519","Robert Garcia","- - -",1996-06-14,676395,"sa915840"
"3520","Robert Ortiz","Brewers (R)",2001-07-23,682843,"sa3008389"
"3521","Robert Tyler","- - -",1995-06-18,640465,"sa738415"
"3522","Robert Zarate","- - -",1987-02-01,462110,"sa471754"
"3523","Roberto Caro","Cubs (A+)",1993-09-25,622736,"sa657285"
"3524","Roberto Delgado","Brewers (R)",1996-07-27,676908,"sa3003934"
"3525","Roberto Espinosa","Mexican (AAA)",1992-05-07,554189,"sa504950"
"3526","Roberto Francisco","Tigers (R)",1999-03-01,681632,"sa3005710"
"3527","Roberto Hernandez","Indians (R)",2000-12-02,678299,"sa3006634"
"3528","Robin Vazquez","Athletics (R)",1998-04-15,682849,"sa3008265"
"3529","Robinson Hernandez","Rockies (R)",1999-06-11,681619,"sa3005879"
"3530","Robinson Lopez","- - -",1991-03-02,573670,"sa503963"
"3531","Robinson Martinez","- - -",1998-03-20,660822,"sa873188"
"3532","Robinson Montero","Red Sox (R)",1999-11-18,678585,"sa3006555"
"3533","Robinson Ortiz","Dodgers (R)",2000-01-04,673662,"sa3004006"
"3534","Robinson Parra","Red Sox (R)",1998-09-28,679403,"sa3007604"
"3535","Robinson Pina","- - -",1998-11-26,673820,"sa3003123"
"3536","Robinson Ramos","Pirates (R)",1998-05-24,678236,"sa3005493"
"3537","Roby Romero","- - -",1992-04-12,674501,"sa977185"
"3538","Rodard Avelino","- - -",1999-06-03,672843,"sa3003040"
"3539","Roddery Munoz","Braves (R)",2000-04-14,682610,"sa3008104"
"3540","Rodney Hutchison","Yankees (A-)",1996-08-09,663899,"sa3008162"
"3541","Rodney Theophile","Nationals (R)",1999-09-16,682496,"sa3008228"
"3542","Rodolfo Aguilar","Mexican (AAA)",1989-07-18,584291,"sa542044"
"3543","Rodolfo Aguirre","Mexican (AAA)",1985-07-26,477361,"sa447339"
"3544","Rodolfo Fajardo","Tigers (R)",2000-02-17,673743,"sa3003117"
"3545","Rodolfo Martinez","Giants (A+)",1994-04-04,650869,"sa206642"
"3546","Rodolfo Sanchez","- - -",2000-01-12,672651,"sa3003009"
"3547","Rodrigo Benoit","- - -",1994-02-23,646081,"sa747275"
"3548","Rodrigo Valenzuela","Mexican (AAA)",1995-10-26,677167,"sa3004026"
"3549","Roel Ramirez","- - -",1995-05-26,641995,"sa737902"
"3550","Rogelio Armenteros","Astros (AAA)",1994-06-30,660494,"sa877310"
"3551","Rogelio Martinez","Mexican (AAA)",1991-09-22,616571,"sa651344"
"3552","Roger Contreras","Rockies (R)",2001-01-01,681731,"sa3006520"
"3553","Roger Parraga","Phillies (R)",2001-02-15,678718,"sa3008516"
"3554","Roger Santana","Pirates (R)",1997-09-26,660776,"sa872562"
"3555","Roither Hernandez","Blue Jays (R)",1998-03-05,672648,"sa3004333"
"3556","Rolando Valdez","- - -",1985-12-08,455377,"sa325738"
"3557","Rolfy Vargas","Mets (R)",2000-08-25,678856,"sa3006499"
"3558","Rollie Lacy","- - -",1995-07-17,676669,"sa913072"
"3559","Roman Pena","Mexican (AAA)",1986-09-02,489201,"sa294705"
"3560","Romario Gil","Mexican (AAA)",1994-09-18,675871,"sa3002591"
"3561","Ron Marinaccio","- - -",1995-07-01,676760,"sa3004593"
"3562","Ronald Bolanos","Padres (A+)",1996-08-23,671790,"sa3002595"
"3563","Ronald Burgos","Tigers (R)",1999-12-22,672455,"sa3002955"
"3564","Ronald Govea","Blue Jays (R)",2000-10-10,678354,"sa3006116"
"3565","Ronald Gutierrez","- - -",1999-04-22,665946,"sa917070"
"3566","Ronald Magdaniel","Blue Jays (R)",1996-11-15,672465,"sa3002959"
"3567","Ronald Parra","Indians (R)",1998-11-05,665933,"sa917480"
"3568","Ronald Pena","- - -",1991-09-19,592630,"sa658287"
"3569","Ronald Sanchez","- - -",1993-09-20,642503,"sa739207"
"3570","Ronald Suarez","Cardinals (R)",2000-03-05,678705,"sa3006379"
"3571","Ronaldo Alesandro","Braves (R)",1998-05-07,682551,"sa3007627"
"3572","Ronaldo Lopez","Tigers (R)",1998-01-07,660658,"sa871917"
"3573","Ronaldo Lopez","Cubs (R)",1998-05-22,664581,"sa879446"
"3574","Ronel Blanco","- - -",1993-08-31,669854,"sa919082"
"3575","Roniel Raudes","Red Sox (A+)",1998-01-16,659267,"sa872825"
"3576","Ronnie Williams","- - -",1996-01-06,657122,"sa828702"
"3577","Ronny Agustin","Pirates (A+)",1994-09-18,660864,"sa873563"
"3578","Ronny Garcia","Astros (R)",1999-12-02,672774,"sa3003030"
"3579","Ronny Henriquez","Rangers (R)",2000-06-20,678692,"sa3005835"
"3580","Rony Garcia","- - -",1997-12-19,665621,"sa918036"
"3581","Rosmer Inojosa","Rangers (R)",1999-08-10,673271,"sa3003088"
"3582","Rovaldis Cabrera","- - -",1999-11-22,672579,"sa3002992"
"3583","Roy Garcia","Cardinals (R)",2000-08-28,672418,"sa3002941"
"3584","Roy Merritt","- - -",1985-09-22,453380,"sa392227"
"3585","Roybell Santodomingo","Rays (R)",2001-05-06,678628,"sa3006571"
"3586","Royce Bolinger","- - -",1990-08-12,542951,"sa658031"
"3587","Royman Blanco","Red Sox (R)",2001-04-17,681759,"sa3008580"
"3588","Ruben Alaniz","- - -",1991-06-14,595798,"sa550438"
"3589","Ruben Aponte","Phillies (R)",1997-05-18,673447,"sa3002686"
"3590","Ruben Garcia","Orioles (A-)",1996-08-02,670157,"sa918319"
"3591","Ruben Gonzalez","Pirates (R)",1997-09-13,672902,"sa3003375"
"3592","Ruben Molina","Mexican (AAA)",1995-12-14,653203,"sa824772"
"3593","Ruben Reyes","- - -",1995-10-01,666017,"sa919906"
"3594","Ruben Vicente","Mexican (AAA)",1980-03-03,472444,"sa244124"
"3595","Ruddy Acosta","Mexican (AAA)",1991-11-09,592093,"sa824737"
"3596","Ruddy Rodriguez","White Sox (R)",1996-08-06,672428,"sa3005331"
"3597","Rudy Gonzalez","Mexican (AAA)",1981-07-06,477452,"sa202758"
"3598","Ryan Atkinson","Diamondbacks (AA)",1993-05-10,670866,"sa921224"
"3599","Ryan Bollinger","- - -",1991-02-04,571503,"sa503763"
"3600","Ryan Campbell","Reds (R)",1996-01-11,679324,"sa3006636"
"3601","Ryan Castellani","Rockies (AA)",1996-04-01,624418,"sa828689"
"3602","Ryan Clark","- - -",1993-12-09,663326,"sa875057"
"3603","Ryan Conroy","- - -",1996-12-31,681795,"sa3007906"
"3604","Ryan Dease","- - -",1999-04-15,676401,"sa3004664"
"3605","Ryan Dunne","Reds (R)",1995-03-17,682612,"sa3008028"
"3606","Ryan Eades","- - -",1991-12-15,592280,"sa549448"
"3607","Ryan Feltner","Rockies (R)",1996-09-02,663372,"sa3008222"
"3608","Ryan Fernandez","Red Sox (R)",1998-06-11,681676,"sa3007996"
"3609","Ryan Halstead","- - -",1992-05-13,595237,"sa549980"
"3610","Ryan Hartman","Astros (AA)",1994-04-21,670057,"sa918166"
"3611","Ryan Helsley","- - -",1994-07-18,664854,"sa874172"
"3612","Ryan Hendrix","Reds (A+)",1994-12-16,641682,"sa738145"
"3613","Ryan Hissey","Blue Jays (AA)",1994-04-08,664083,"sa857726"
"3614","Ryan Kellogg","Cubs (A+)",1994-02-04,615695,"sa658192"
"3615","Ryan Koziol","- - -",1993-10-04,608350,"sa878100"
"3616","Ryan Kussmaul","Mexican (AAA)",1986-09-19,502695,"sa554616"
"3617","Ryan Lawlor","Cubs (A)",1994-01-08,621404,"sa875198"
"3618","Ryan Lillie","- - -",1996-05-01,675923,"sa3004740"
"3619","Ryan Luna","Mexican (AAA)",1993-09-21,641806,"sa918646"
"3620","Ryan Mason","- - -",1994-10-04,663390,"sa856254"
"3621","Ryan McAuliffe","Mets (A-)",1995-06-19,664720,"sa3004919"
"3622","Ryan McKay","- - -",1996-09-20,663832,"sa875357"
"3623","Ryan McNeil","Cubs (AA)",1994-02-01,621263,"sa657941"
"3624","Ryan Miller","Diamondbacks (A-)",1996-03-28,668943,"sa3008035"
"3625","Ryan Moseley","Dodgers (A+)",1994-10-06,641899,"sa738670"
"3626","Ryan Newell","Marlins (AA)",1991-06-18,622236,"sa658029"
"3627","Ryan Nutof","- - -",1995-11-02,657246,"sa915630"
"3628","Ryan Olson","- - -",1994-11-22,624514,"sa918258"
"3629","Ryan Perez","Mexican (AAA)",1993-10-27,664147,"sa857684"
"3630","Ryan Peurifoy","Pirates (A)",1995-03-26,641973,"sa3004686"
"3631","Ryan Ricci","- - -",1996-02-03,682416,"sa3006840"
"3632","Ryan Rolison","Rockies (R)",1997-07-11,669020,"sa3008244"
"3633","Ryan Scott","- - -",1995-02-07,643527,"sa738447"
"3634","Ryan Selmer","- - -",1994-05-20,676086,"sa915846"
"3635","Ryan Shetter","Braves (R)",1997-03-05,663612,"sa3008161"
"3636","Ryan Tapani","Nationals (A-)",1994-06-28,681994,"sa3007254"
"3637","Ryan Thurston","- - -",1994-10-08,682495,"sa3007861"
"3638","Ryan Valdes","- - -",1993-08-22,676964,"sa3004486"
"3639","Ryan Walker","- - -",1995-11-26,676254,"sa3007594"
"3640","Ryan Weathers","- - -",1999-12-17,677960,"sa3008436"
"3641","Ryan Weiss","- - -",1996-12-10,680802,"sa3007778"
"3642","Ryan Williams","- - -",1991-11-01,657123,"sa829137"
"3643","Ryan Williamson","Nationals (R)",1995-04-28,642213,"sa3008258"
"3644","Ryan Wilson","Orioles (A)",1996-11-06,676091,"sa3004585"
"3645","Ryder Ryan","- - -",1995-05-11,656924,"sa829853"
"3646","Rylan Kaufman","- - -",1999-06-23,676932,"sa3008588"
"3647","Ryley Gilliam","Mets (A-)",1996-08-11,663894,"sa3008225"
"3648","Ryne Harper","- - -",1989-03-27,607560,"sa599485"
"3649","Ryne Inman","Mariners (A)",1996-05-13,663958,"sa875696"
"3650","Ryne Slack","Rangers (AA)",1992-07-22,624354,"sa659790"
"3651","Sadrac Franco","- - -",2000-06-04,677614,"sa3005073"
"3652","Sal Biasi","- - -",1995-09-30,675556,"sa3004091"
"3653","Sal Giardina","- - -",1992-04-30,657589,"sa829575"
"3654","Sal Mendez","- - -",1995-02-25,643452,"sa739012"
"3655","Salvador Justo","Rockies (A+)",1994-10-14,642617,"sa737459"
"3656","Salvador Valdez","- - -",1983-05-08,465033,"sa262058"
"3657","Sam Bragg","- - -",1993-03-23,595892,"sa738235"
"3658","Sam Clay","Twins (AA)",1993-06-21,621348,"sa828815"
"3659","Sam Coonrod","- - -",1992-09-22,656322,"sa827483"
"3660","Sam Delaplane","Mariners (A)",1995-03-27,676845,"sa3004222"
"3661","Sam Held","Nationals (A)",1994-08-24,670332,"sa918665"
"3662","Sam Hentges","Indians (A+)",1996-07-18,656529,"sa828881"
"3663","Sam Keating","Padres (A-)",1998-08-31,675654,"sa3005025"
"3664","Sam Lewis","- - -",1991-10-09,625974,"sa701852"
"3665","Sam McWilliams","- - -",1995-09-04,656726,"sa829124"
"3666","Sam Pastrone","- - -",1997-06-28,663498,"sa875758"
"3667","Sam Perez","Marlins (A+)",1994-08-17,670031,"sa917997"
"3668","Sam Selman","- - -",1990-11-14,572125,"sa501758"
"3669","Sam Sheehan","Athletics (A+)",1993-08-08,670354,"sa918715"
"3670","Sam Street","Pirates (AA)",1992-03-18,657771,"sa829233"
"3671","Sam Tewes","- - -",1995-02-06,642135,"sa738268"
"3672","Sam Wolff","- - -",1991-04-14,572406,"sa503437"
"3673","Samil De Los Santos","Angels (AA)",1994-01-08,608037,"sa598569"
"3674","Samir Portorreal","Angels (R)",1999-05-29,665971,"sa916701"
"3675","Samir Vivas","- - -",1995-02-01,650977,"sa827957"
"3676","Samuel Burgos","Rangers (R)",1999-06-07,680600,"sa3005868"
"3677","Samuel Perez","Angels (R)",1999-11-29,682840,"sa3008176"
"3678","Samuel Quintana","Giants (R)",2000-11-29,678880,"sa3005447"
"3679","Samuel Reyes","Pirates (A)",1996-03-13,672795,"sa3003036"
"3680","Samuel Vasquez","Indians/Brewers (R)",1999-09-20,679029,"sa3005849"
"3681","Samuel Zazueta","- - -",1996-11-21,650980,"sa828297"
"3682","Sandel De La Cruz","- - -",1996-08-06,672930,"sa3004652"
"3683","Sandro Cabrera","Giants (A+)",1995-06-22,660764,"sa873292"
"3684","Sandy Brito","Rays (R)",1996-07-19,649863,"sa828434"
"3685","Sanel Rosendo","Cardinals (R)",1997-05-07,661392,"sa872476"
"3686","Saniel Santana","Cardinals (R)",1999-08-12,681647,"sa3006560"
"3687","Santiago Elizondo","Brewers (R)",1999-10-25,678490,"sa3005827"
"3688","Santiago Florez","Pirates (R)",2000-05-09,672765,"sa3003026"
"3689","Santiago Gutierrez","Mexican (AAA)",1986-02-21,444556,"sa295625"
"3690","Santos Moreno","Blue Jays (R)",2000-02-17,678667,"sa3006492"
"3691","Sarkis Ohanian","- - -",1993-08-06,656810,"sa827459"
"3692","Sasagi Sanchez","Mexican (AAA)",1994-06-03,653252,"sa824742"
"3693","Sati Santa Cruz","Phillies (R)",1996-09-03,663865,"sa3004636"
"3694","Saul Castellanos","- - -",1997-05-10,666090,"sa883144"
"3695","Saul Cuenca","Mariners (R)",1998-03-22,660654,"sa873528"
"3696","Saul De La Cruz","Pirates (R)",1997-10-26,664328,"sa3002906"
"3697","Saul Gonzalez","Mets (R)",1999-12-28,682015,"sa3008360"
"3698","Saul Vazquez","Cubs (R)",2000-06-25,678410,"sa3006361"
"3699","Scooter Hightower","- - -",1993-10-15,664152,"sa875703"
"3700","Scott Blewett","Royals (AA)",1996-04-10,656240,"sa828695"
"3701","Scott Boches","- - -",1994-10-17,676890,"sa3004022"
"3702","Scott Burke","Orioles (A)",1994-06-02,641423,"sa738474"
"3703","Scott Effross","Cubs (AA)",1993-12-28,664123,"sa857667"
"3704","Scott Engler","Rangers (A-)",1996-12-12,670081,"sa918353"
"3705","Scott Griggs","Rockies (AA)",1991-05-13,571727,"sa502935"
"3706","Scott Kuzminsky","- - -",1991-11-01,677995,"sa3005312"
"3707","Scott Moss","Reds (A+)",1994-10-06,641900,"sa738902"
"3708","Scott Sebald","- - -",1994-06-16,670640,"sa919818"
"3709","Scott Shuman","Mexican (AAA)",1988-03-28,502302,"sa328196"
"3710","Scott Squier","- - -",1992-09-17,605489,"sa599215"
"3711","Scott Sunitsch","- - -",1996-06-16,681929,"sa3007251"
"3712","Sean Barry","Cubs (A-)",1995-05-22,674030,"sa3005214"
"3713","Sean Boyle","Yankees (R)",1996-10-29,682044,"sa3007618"
"3714","Sean Brady","- - -",1994-06-09,608323,"sa737808"
"3715","Sean Chandler","Rangers (A-)",1997-01-24,665040,"sa876088"
"3716","Sean Guenther","- - -",1995-12-29,674944,"sa915817"
"3717","Sean Hjelle","Giants (A-)",1997-05-07,663546,"sa3007989"
"3718","Sean Isaac","- - -",1992-12-17,670335,"sa918944"
"3719","Sean Keselica","Pirates (AA)",1993-06-14,656613,"sa876113"
"3720","Sean McLaughlin","- - -",1994-05-16,621455,"sa659266"
"3721","Sean Poppen","- - -",1994-03-15,664092,"sa918427"
"3722","Sean Rackoski","Blue Jays (R)",1995-05-12,676339,"sa3006964"
"3723","Sean Stutzman","Astros (AA)",1993-07-08,621406,"sa920319"
"3724","Sean Thompson","White Sox (R)",1995-09-08,676441,"sa3007595"
"3725","Sean Wymer","Blue Jays (A-)",1997-03-19,663601,"sa3007204"
"3726","Sebastian Kessay","Diamondbacks (A+)",1993-06-19,643394,"sa738247"
"3727","Sebastian Tabata","Cardinals (R)",1998-02-27,681650,"sa3006576"
"3728","Sergio Alvarado","- - -",1998-05-12,674495,"sa977123"
"3729","Sergio Carrizoza","Padres (R)",2000-07-15,678619,"sa3006125"
"3730","Sergio Cubilete","Pirates (A)",1995-03-19,667386,"sa917366"
"3731","Sergio Leon","Blue Jays (R)",1999-09-25,673350,"sa3003394"
"3732","Sergio Morillo","- - -",1999-09-13,677124,"sa3005196"
"3733","Sergio Ordonez","Braves (R)",1999-04-21,673661,"sa3004270"
"3734","Sergio Pacheco","Rangers (R)",1999-08-17,668600,"sa919042"
"3735","Sergio Sanchez","Phillies (R)",2000-12-16,681701,"sa3006419"
"3736","Sergio Sierra","Mexican (AAA)",1993-06-29,655127,"sa826043"
"3737","Sergio Suarez","- - -",1995-05-24,650975,"sa828486"
"3738","Sergio Valenzuela","- - -",1984-09-15,452168,"sa254802"
"3739","Seth Corry","- - -",1998-11-03,671288,"sa3004648"
"3740","Seth Davis","- - -",1993-05-08,665078,"sa875988"
"3741","Seth Elledge","- - -",1996-05-20,676220,"sa3004011"
"3742","Seth Martinez","Athletics (A)",1994-08-29,661527,"sa918364"
"3743","Seth McGarry","Phillies (AA)",1994-01-05,664121,"sa857614"
"3744","Seth Nordlin","Rangers (A-)",1997-09-04,676699,"sa3004215"
"3745","Seth Pinkerton","Twins (R)",1996-07-26,681964,"sa3007615"
"3746","Seth Romero","Nationals (A)",1996-04-19,656913,"sa3005301"
"3747","Seth Simmons","- - -",1988-06-14,607725,"sa598797"
"3748","Seth Varner","- - -",1992-01-27,657442,"sa829168"
"3749","Shameko Smith","Rockies (R)",1997-06-04,676693,"sa3005319"
"3750","Shane Baz","- - -",1999-06-17,669358,"sa3004765"
"3751","Shane Broyles","Rockies (AAA)",1991-08-19,622234,"sa658297"
"3752","Shane Mardirosian","Reds (A+)",1995-10-13,656679,"sa829138"
"3753","Shane McCarthy","- - -",1996-07-29,676511,"sa915740"
"3754","Shane McClanahan","- - -",1997-04-28,663556,"sa3008547"
"3755","Shao-Ching Chiang","- - -",1993-11-10,623992,"sa659598"
"3756","Shaq Matta","- - -",1994-04-09,665390,"sa878080"
"3757","Sharlon Schoop","Orioles (AAA)",1987-04-15,463748,"sa293531"
"3758","Shaun Anderson","- - -",1994-10-29,641312,"sa739018"
"3759","Shawn Dubin","Astros (A-)",1995-09-06,681869,"sa3007248"
"3760","Shawn Semple","- - -",1995-10-09,676111,"sa3004661"
"3761","Shea Murray","Pirates (A-)",1993-11-05,665135,"sa3006760"
"3762","Shea Spitzbarth","- - -",1994-10-04,665661,"sa873695"
"3763","Shelby Lackey","Rockies (A-)",1997-07-08,681930,"sa3006771"
"3764","Shuruendy Valeriano","Rays (R)",1998-02-26,678235,"sa3005813"
"3765","Sidney Duprey","Giants (A-)",1996-11-15,656389,"sa918933"
"3766","Simeon Woods Richardson","- - -",2000-09-27,680573,"sa3008423"
"3767","Simon Mathews","- - -",1995-09-24,677182,"sa915665"
"3768","Simon Rosenblum-Larson","- - -",1997-02-11,681945,"sa3006772"
"3769","Sixto Sanchez","Phillies (A+)",1998-07-29,664350,"sa873550"
"3770","Skylar Arias","- - -",1997-06-30,670404,"sa918539"
"3771","Slater Lee","- - -",1995-03-05,676856,"sa3004224"
"3772","Solomon Bates","Giants (A-)",1997-03-16,663603,"sa3006951"
